,Latitude,Longitude
37311,40.7658250325,-73.8779525256
37312,40.813989553,-73.9007610603
37313,40.7399621923,-73.8131529854
37314,40.7610342213,-73.9987943412
37315,40.7121760521,-73.94623601
37316,40.6311105706,-73.9743990057
37317,40.8289423946,-73.9177038725
37318,40.6463500569,-73.9294640634
37319,40.8763829629,-73.9015864049
37320,40.6997363848,-73.7962288704
37321,40.7303775556,-73.8788833927
37322,40.7147400256,-73.7831030766
37323,40.6925498351,-73.8371254895
37324,40.7123187218,-73.9595028788
37325,40.6945006764,-73.8148815248
37326,40.7702419735,-73.8953530993
37327,40.6553587764,-73.9513022262
37328,40.633950788,-74.0130784638
37329,40.6900019781,-73.9156973881
37330,40.662047296,-73.7413514776
37331,40.7148102828,-73.9031452274
37332,40.8442819679,-73.845041532
37333,40.6392656617,-73.9502618451
37334,40.6505142644,-73.9513706303
37335,40.6976164111,-73.9379820569
37336,40.6343141625,-73.9063857747
37337,40.6974971442,-73.8888893551
37338,40.8947783563,-73.8405833833
37339,40.593112398,-73.9666505092
37340,40.697375197,-73.7973973221
37341,40.6214431502,-74.009290093
37342,40.8358130341,-73.9076489658
37343,40.6365149694,-74.0066763979
37344,40.6391313735,-74.0827358246
37345,40.8597454581,-73.8554676589
37346,40.6167565888,-74.0691359222
37347,40.7368896457,-73.9519787623
37348,40.6704158872,-73.995825581
37349,40.7153529954,-73.963422152
37350,40.6441681794,-73.9449611413
37351,40.6210510032,-73.9980151954
37352,40.6693117391,-73.9233620981
37353,40.6765797868,-73.9153574412
37354,40.7593602287,-73.9209049871
37355,40.8148287658,-73.8999830834
37356,40.6923368861,-73.8160270428
37357,40.6742223056,-73.9482457831
37358,40.7337558863,-73.8547486624
37359,40.9128687953,-73.9024730528
37360,40.7716579922,-73.8920871311
37361,40.674868589,-73.8800477025
37362,40.8779381774,-73.8801803689
37363,40.871039749,-73.8873519482
37364,40.6330238018,-73.956506604
37365,40.6197269661,-74.0295949758
37366,40.8807183516,-73.8538092139
37367,40.7596198989,-73.803131491
37368,40.7622154404,-73.9218979074
37369,40.6991122969,-73.9557999108
37370,40.8331341036,-73.8860646136
37371,40.6649285243,-73.9879715973
37372,40.8982940511,-73.8736471562
37373,40.6783993777,-73.8981795496
37374,40.6795842157,-73.8245348091
37375,40.7135861605,-73.9065161209
37376,40.8355292039,-73.8492792276
37377,40.6372634004,-73.9536934525
37378,40.724748338,-73.8427831943
37379,40.8537304684,-73.8480161826
37380,40.7684123894,-73.7710291631
37381,40.6743043185,-73.8063719345
37382,40.6888525791,-73.9975480226
37383,40.7299579884,-73.899219273
37384,40.6712238086,-73.7392214374
37385,40.5885890231,-73.9584041703
37386,40.8718291924,-73.8682376245
37387,40.7456107982,-73.8289875577
37388,40.6568368074,-73.9545736874
37389,40.6138165607,-74.0327871487
37390,40.7347617741,-73.8745418108
37391,40.6516122199,-73.9514707374
37392,40.6103121588,-73.9831768945
37393,40.7585553584,-73.7220874848
37394,40.7280276643,-73.8615044506
37395,40.6899172868,-73.9378954644
37396,40.6375141445,-74.0052785048
37397,40.6244655395,-73.9995280895
37398,40.8714157758,-73.9024217635
37399,40.7698810229,-73.9065056934
37400,40.6342185833,-73.9788906261
37401,40.6305741704,-73.9269120109
37402,40.5809824826,-73.964514551
37403,40.8982940511,-73.8736471562
37404,40.7509192832,-73.8987797208
37405,40.6869119557,-73.8645681961
37406,40.6940339417,-73.85498305
37407,40.729960777,-73.8051674785
37408,40.8186725489,-73.895125201
37409,40.6876197488,-73.8642638724
37410,40.8535151259,-73.8995525877
37411,40.6976164111,-73.9379820569
37412,40.6959653649,-73.8378564248
37413,40.7459427823,-73.9478436098
37414,40.6438021649,-74.0096499441
37415,40.7509192832,-73.8987797208
37416,40.7677236587,-73.934324703
37417,40.6932515601,-73.7651100305
37418,40.7689760278,-73.9183519941
37419,40.7829491129,-73.8476794372
37420,40.6324519372,-74.1535262653
37421,40.7189348226,-73.8739294717
37422,40.8494804509,-73.9168507286
37423,40.6319184923,-73.9587878798
37424,40.5843107958,-73.9839430875
37425,40.6797035526,-73.8486507527
37426,40.7650903025,-73.9084979068
37427,40.7059707866,-73.8345138494
37428,40.7059707866,-73.8345138494
37429,40.6343934234,-73.8994824904
37430,40.6336788786,-73.8924219407
37431,40.7622154404,-73.9218979074
37432,40.7672253427,-73.7890296112
37433,40.6864833471,-73.8367472831
37434,40.6456540917,-73.9833337452
37435,40.6734880222,-73.9512601488
37436,40.7288920459,-73.8981096155
37437,40.6041794353,-73.9666917977
37438,40.631536627,-73.9773242772
37439,40.6771999321,-73.9079803722
37440,40.6935651902,-73.8599028019
37441,40.7687967164,-73.9030233923
37442,40.6761427057,-73.9073725582
37443,40.662047296,-73.7413514776
37444,40.7168783779,-73.9046897827
37445,40.7589619238,-73.8068261112
37446,40.8714157758,-73.9024217635
37447,40.7643671696,-73.8157125601
37448,40.5968152799,-74.0650570832
37449,40.6114227942,-73.9578532943
37450,40.7301443997,-73.8689904414
37451,40.8482253927,-73.8841809159
37452,40.8425305989,-73.8692208867
37453,40.7696431603,-73.9185786204
37454,40.7167597955,-73.801133349
37455,40.7614814484,-73.8133922305
37456,40.6821499102,-73.853480165
37457,40.5877287046,-73.9893824533
37458,40.7183251203,-73.9422267866
37459,40.6305052057,-73.94060594
37460,40.6203493938,-74.0856374897
37461,40.6754639156,-73.9097817259
37462,40.6956136268,-73.9582328193
37463,40.6687975177,-73.8702788837
37464,40.729960777,-73.8051674785
37465,40.7377336811,-73.8132963578
37466,40.6207675447,-73.9867620216
37467,40.7337558863,-73.8547486624
37468,40.6742223056,-73.9482457831
37469,40.6228539631,-74.0268262062
37470,40.6196341873,-74.0109396075
37471,40.8778271081,-73.8738270794
37472,40.6626820811,-73.7756994067
37473,40.5853619371,-73.9831219752
37474,40.5908927105,-73.9831241778
37475,40.6834600186,-73.826460799
37476,40.7704793436,-73.9211408899
37477,40.7088997095,-73.9547185546
37478,40.7386814029,-73.8771975398
37479,40.8843981644,-73.8575441581
37480,40.6958361747,-73.8457075075
37481,40.6881577449,-73.9900119021
37482,40.8459460337,-73.8263152144
37483,40.7526055928,-73.8316404878
37484,40.6407486306,-73.9592292292
37485,40.8457235878,-73.826232665
37486,40.7613467792,-73.8149845216
37487,40.6226673852,-74.0085409905
37488,40.7574585561,-73.8583390296
37489,40.7147400256,-73.7831030766
37490,40.6359110859,-73.8961618498
37491,40.6937102805,-73.9549921167
37492,40.7271403971,-73.8542579722
37493,40.6234169689,-74.1443627971
37494,40.6618423477,-73.9460458973
37495,40.597391794,-73.9589568276
37496,40.7476814181,-73.9098210706
37497,40.6648002166,-73.9498967682
37498,40.7147400256,-73.7831030766
37499,40.6599951716,-73.9524017543
37500,40.6799421646,-73.8130507479
37501,40.7479590092,-73.8156893777
37502,40.6261156298,-73.9447959053
37503,40.6590637439,-73.7513252037
37504,40.662442212,-73.993713889
37505,40.6797035526,-73.8486507527
37506,40.7518436233,-73.8808908159
37507,40.6755341678,-73.8424665933
37508,40.7063371499,-73.9171519098
37509,40.7739185535,-73.92970082
37510,40.8144697152,-73.9180143942
37511,40.6646535555,-73.9839489791
37512,40.7613147322,-73.7839585392
37513,40.7151988317,-73.8032013726
37514,40.5940170118,-74.1424988694
37515,40.6590637439,-73.7513252037
37516,40.846986065,-73.8280040512
37517,40.6053250321,-73.9537660235
37518,40.7393029207,-73.7031179959
37519,40.6614649308,-73.9125399807
37520,40.6948917005,-73.9580890245
37521,40.6918497232,-73.9127056672
37522,40.7028343917,-73.8204486337
37523,40.7599279209,-73.8202983383
37524,40.5874708599,-74.162992668
37525,40.8848594831,-73.8511853888
37526,40.7290143256,-73.8967239471
37527,40.6772248777,-73.911794663
37528,40.7327541174,-73.8759311505
37529,40.8453987401,-73.9057128308
37530,40.9056853071,-73.8463454116
37531,40.8890463239,-73.8437762206
37532,40.7392428233,-73.8198922292
37533,40.7597301742,-73.9916832833
37534,40.8231592682,-73.9216312689
37535,40.8192726533,-73.9452426447
37536,40.6874082825,-73.8406248348
37537,40.6381003355,-74.0851234071
37538,40.614057932,-73.9512531158
37539,40.7140346038,-73.7875097904
37540,40.7676494918,-73.9064366238
37541,40.6311019169,-73.98901528
37542,40.6658398589,-73.9020123962
37543,40.843563861,-73.9039986688
37544,40.7034943875,-73.9810903808
37545,40.5672294603,-74.1052358908
37546,40.75819314,-73.8960073193
37547,40.7721483849,-73.7401584575
37548,40.8390280822,-73.9088949436
37549,40.7956581743,-73.9367241633
37550,40.6376923138,-73.9555343313
37551,40.6085494835,-73.9520962903
37552,40.6610609716,-73.9865341603
37553,40.7028389949,-73.8785475176
37554,40.6739256908,-73.868675479
37555,40.7329195952,-73.9560048045
37556,40.7591402343,-73.8741529758
37557,40.7378915557,-73.8141763921
37558,40.6888525791,-73.9975480226
37559,40.8446852603,-73.8203187627
37560,40.88462642,-73.902944844
37561,40.5968152799,-74.0650570832
37562,40.6923755075,-73.8545142653
37563,40.7467781533,-73.8876883777
37564,40.7326229189,-73.8958776389
37565,40.8417433092,-73.8672057441
37566,40.8417483335,-73.9203480361
37567,40.6545455739,-73.9436551415
37568,40.7518436233,-73.8808908159
37569,40.8173964092,-73.919177728
37570,40.6756321716,-73.8522002392
37571,40.6505142644,-73.9513706303
37572,40.754163216,-73.8570105636
37573,40.8130685417,-73.9199777515
37574,40.8225733064,-73.9019441943
37575,40.7606238839,-73.9311226486
37576,40.6347209591,-73.9674655942
37577,40.8364037516,-73.9050136505
37578,40.6706595266,-73.8926038197
37579,40.6894548365,-73.8177297627
37580,40.6648406371,-73.866436914
37581,40.7379407306,-73.8676580059
37582,40.7224637619,-73.9078096446
37583,40.6489631932,-73.9658838352
37584,40.6316812149,-73.9732062731
37585,40.6018319536,-73.7577647785
37586,40.6919492423,-73.8560405424
37587,40.6338020013,-74.1268140222
37588,40.7303315019,-73.8693941805
37589,40.7015313161,-73.8122797173
37590,40.6001383996,-74.0027007935
37591,40.724122248,-73.9884984694
37592,40.744507879,-73.8274638375
37593,40.7433594157,-73.8861387471
37594,40.6885778885,-73.8168703637
37595,40.7832156059,-73.8437681526
37596,40.7536694213,-73.8550228648
37597,40.6779009592,-74.0011248402
37598,40.6648406371,-73.866436914
37599,40.7542116227,-73.8676581646
37600,40.787079901,-73.9516933916
37601,40.7127309321,-73.816273754
37602,40.636464605,-73.953539077
37603,40.8914701014,-73.845980417
37604,40.6793366014,-73.9440488093
37605,40.5459703826,-74.2297810128
37606,40.6188440821,-74.0053742842
37607,40.6626253767,-73.8839408815
37608,40.7015313161,-73.8122797173
37609,40.7225248887,-73.7313651862
37610,40.6949280009,-73.8303508722
37611,40.6303130332,-73.9681954857
37612,40.6377958893,-73.898263123
37613,40.7443234579,-73.9194035118
37614,40.8203518768,-73.865600913
37615,40.6764865248,-73.985759537
37616,40.6456565128,-74.0187671045
37617,40.8295080151,-73.8803290114
37618,40.7731104889,-73.9324311448
37619,40.6610170244,-73.9017131111
37620,40.7338721909,-73.8577685478
37621,40.6764865248,-73.985759537
37622,40.8481500692,-73.8498000329
37623,40.6236701648,-73.9778636965
37624,40.6938357821,-73.8502774896
37625,40.6844398126,-73.8828969484
37626,40.8241803402,-73.9003447987
37627,40.7225248887,-73.7313651862
37628,40.7562338042,-73.8102269577
37629,40.6780596182,-73.8201728349
37630,40.6152515861,-73.9763500996
37631,40.6397374191,-73.9435667559
37632,40.7000198606,-73.9269765295
37633,40.7552398726,-73.9023717722
37634,40.7458706078,-73.9143671733
37635,40.6953519168,-73.8274792524
37636,40.7513154698,-73.8696778709
37637,40.8347730529,-73.8401200509
37638,40.6859882158,-73.858757686
37639,40.6545455739,-73.9436551415
37640,40.7847571917,-73.8492316627
37641,40.6795842157,-73.8245348091
37642,40.6802765987,-73.7689882699
37643,40.8570258021,-73.8431248247
37644,40.6565978445,-73.8924210229
37645,40.744507879,-73.8274638375
37646,40.8993658244,-73.8651336744
37647,40.6873746773,-73.9469663439
37648,40.7635050464,-73.8190035631
37649,40.6219100323,-73.9950217145
37650,40.7098648952,-73.8632374731
37651,40.6611147974,-73.9303747693
37652,40.6114218813,-73.9730883461
37653,40.8808063495,-73.828043128
37654,40.8535151259,-73.8995525877
37655,40.5863434807,-74.1524589804
37656,40.6977014931,-73.9737603594
37657,40.767118721,-73.7692069007
37658,40.8203518768,-73.865600913
37659,40.7487799622,-73.9800922442
37660,40.8351648993,-73.8630810928
37661,40.6655348989,-73.9860141963
37662,40.7513154698,-73.8696778709
37663,40.6561691051,-73.9224257181
37664,40.8770460009,-73.9002149378
37665,40.7153154923,-73.7618001394
37666,40.757234612,-73.8866311955
37667,40.6301665955,-73.9337503428
37668,40.6075056887,-73.9570886571
37669,40.6051010709,-73.9566184289
37670,40.7558662045,-73.8823743382
37671,40.6552483347,-73.9384863638
37672,40.6934284946,-73.8104525989
37673,40.7601378932,-73.8059166617
37674,40.6874371623,-73.9400612384
37675,40.6007888562,-73.9744646485
37676,,
37677,40.8793834108,-73.8573813259
37678,40.8329838344,-73.927715944
37679,40.6316154192,-73.9379064867
37680,40.6899172868,-73.9378954644
37681,40.6752702412,-73.9831785346
37682,40.696781979,-73.912580202
37683,40.7547547311,-73.8649897237
37684,40.7001801204,-73.916434662
37685,40.7250973065,-73.8450913733
37686,40.7127309321,-73.816273754
37687,40.6964922978,-73.9591951409
37688,40.7368620816,-73.872560425
37689,40.8481500692,-73.8498000329
37690,40.5983208652,-73.9891719133
37691,40.6487801312,-73.9527376904
37692,40.6474058954,-73.9086773207
37693,40.5806361793,-74.1127702348
37694,40.7138669101,-73.7757940955
37695,40.7473322322,-73.8818408353
37696,40.6341207798,-73.9540955542
37697,40.7397291364,-73.9054798568
37698,40.6934168021,-73.9240556104
37699,40.6970356853,-73.8437068428
37700,40.6965870623,-73.9735191781
37701,40.6886619585,-73.8362263133
37702,40.653869658,-73.954471193
37703,40.8394301937,-73.8357575826
37704,40.7665727226,-73.92823206
37705,40.7027824847,-73.8822768511
37706,40.6330238018,-73.956506604
37707,40.6839164741,-73.8684971577
37708,40.6636077656,-73.9228784414
37709,40.6894548365,-73.8177297627
37710,40.6772084124,-73.9711618487
37711,40.6899211688,-73.8726032654
37712,40.8497709412,-73.9200998674
37713,40.7715798838,-73.9251037288
37714,40.7526814825,-73.7938977162
37715,40.7027824847,-73.8822768511
37716,40.699539469,-73.894966392
37717,40.6958424411,-73.9013696675
37718,40.6303432279,-73.9682026767
37719,40.6611884432,-73.9446839802
37720,40.6265973436,-73.9616731544
37721,40.7726797703,-73.8488004858
37722,40.7451142782,-73.8273359555
37723,40.6557187925,-73.9182203041
37724,40.7225248887,-73.7313651862
37725,40.659663027,-73.9461197454
37726,40.5453403683,-74.2178510894
37727,40.7301801953,-73.8256102941
37728,40.8573857017,-73.9034039347
37729,40.7473405203,-73.8598582877
37730,40.7875805294,-73.7803018261
37731,40.6023976225,-73.957088339
37732,40.6584717667,-73.9262795432
37733,40.6331011916,-74.0224961126
37734,40.8471504419,-73.9171933976
37735,40.8504593516,-73.8895411114
37736,40.6457103867,-73.9442103373
37737,40.6848705907,-73.8123158024
37738,40.6254831544,-73.987283438
37739,40.888626617,-73.8341061748
37740,40.6772084124,-73.9711618487
37741,40.6522080711,-73.9458446643
37742,40.7835519608,-73.9494607557
37743,40.7645230182,-73.8314515247
37744,40.5982980178,-73.9820672252
37745,40.7635050464,-73.8190035631
37746,40.6854176746,-73.9314202763
37747,40.7518436233,-73.8808908159
37748,40.7304152979,-73.883541383
37749,40.6088100563,-73.9302816567
37750,40.6017161496,-73.9888580632
37751,40.604781522,-73.9536655633
37752,40.6817669165,-73.7934787193
37753,40.5892682643,-73.9620906307
37754,40.6319184923,-73.9587878798
37755,40.6600987305,-73.9391775202
37756,40.7157167105,-73.8075502609
37757,40.767118721,-73.7692069007
37758,40.8973717387,-73.9017615071
37759,40.6403018944,-73.92721844
37760,40.7208700567,-73.9433212854
37761,40.7549703769,-73.8639786455
37762,40.6709328569,-73.8246585058
37763,40.6608727841,-73.7501614631
37764,40.5990239595,-73.9956031815
37765,40.7541350061,-73.9306240443
37766,40.6479190923,-73.9547851664
37767,40.8102411038,-73.9234707554
37768,40.6508415106,-73.9601059912
37769,40.7526814825,-73.7938977162
37770,40.6414956101,-73.9312456174
37771,40.7165289076,-73.9036261147
37772,40.8658275381,-73.8510110517
37773,40.700922207,-73.7916738279
37774,40.787079901,-73.9516933916
37775,40.7401521364,-73.855517791
37776,40.6650531065,-73.867406117
37777,40.5958648888,-73.7944717768
37778,40.6171731754,-73.9579577228
37779,40.596674918,-73.950740079
37780,40.8786945195,-73.8551986493
37781,,
37782,40.6170600207,-73.9745520753
37783,40.6114218813,-73.9730883461
37784,40.7505788808,-73.8987188818
37785,40.7544459311,-73.8344692203
37786,40.6998617043,-73.9938077347
37787,40.720449025,-73.9604286888
37788,40.6512736316,-73.9636987398
37789,40.7568393885,-73.8129684811
37790,40.7526814825,-73.7938977162
37791,40.7551352103,-73.8148610059
37792,40.6729147231,-73.845836239
37793,40.6489631932,-73.9658838352
37794,40.7879174258,-73.8418178943
37795,40.8422143436,-73.9424263991
37796,40.7635050464,-73.8190035631
37797,40.7750435353,-73.9247821077
37798,40.8431521998,-73.8265032198
37799,40.8637818766,-73.8568363304
37800,40.7517375337,-73.8818185844
37801,40.864010015,-73.8616044871
37802,40.6181110373,-74.0084539588
37803,40.8474429356,-73.9155520744
37804,40.7329263947,-73.8976091182
37805,40.6222970866,-73.9204586292
37806,40.6856468441,-73.79434649
37807,40.6265973436,-73.9616731544
37808,40.625517503,-73.9583991677
37809,40.7528611092,-73.8628821104
37810,40.753005331,-73.7065435523
37811,40.5999927682,-73.9934100782
37812,40.7056931599,-73.9225736727
37813,40.7520365637,-73.8574374135
37814,40.6006016561,-73.9548208106
37815,40.6319184923,-73.9587878798
37816,40.6191078557,-74.0350446509
37817,40.6784464758,-73.8640662258
37818,40.8783003045,-73.8413605831
37819,40.7591360019,-73.9683325058
37820,40.6764865248,-73.985759537
37821,40.6114218813,-73.9730883461
37822,40.6474058954,-73.9086773207
37823,40.7355114713,-73.8560907608
37824,40.6114218813,-73.9730883461
37825,40.7435345211,-73.8540127982
37826,40.6874863401,-73.9396248953
37827,40.6305052057,-73.94060594
37828,40.6112106677,-73.9636124756
37829,40.713996811,-73.8347392132
37830,40.8877881665,-73.8313017498
37831,40.705113528,-73.8158547262
37832,40.8413416883,-73.8365841111
37833,40.6431441582,-73.9505256041
37834,40.6311019169,-73.98901528
37835,40.7703138679,-73.9199930228
37836,40.6012802652,-73.9993553996
37837,40.7304120542,-73.9520483761
37838,40.7536694213,-73.8550228648
37839,40.8467253875,-73.8299022924
37840,40.7283638475,-73.7898562015
37841,40.7178312329,-73.8987542156
37842,40.7574585561,-73.8583390296
37843,40.5888858067,-73.9460328331
37844,40.7257906725,-73.904760017
37845,40.8513300905,-73.8621116199
37846,40.7469182111,-73.8601731588
37847,40.8370641443,-73.8518958185
37848,40.7420651228,-73.8766716455
37849,40.7244804662,-73.8540545379
37850,40.6872442937,-73.7990002204
37851,40.6128221446,-73.9384930429
37852,40.6812877756,-73.8511277036
37853,40.674263753,-73.9328449297
37854,40.6516474796,-73.9504796561
37855,40.8685566081,-73.8604633425
37856,40.8661292256,-73.8595826467
37857,40.5914709832,-74.0897591391
37858,40.6515729931,-73.9245284945
37859,40.7689345648,-73.9218900277
37860,40.811258204,-73.9258465991
37861,40.7560377041,-73.8162445432
37862,40.6109474272,-73.9984657009
37863,40.6782602506,-73.9330247745
37864,40.8549061634,-73.8871081591
37865,40.6302459377,-74.0054652694
37866,40.6135491945,-73.9915898403
37867,40.7365480196,-73.8740007908
37868,40.6872657935,-73.8256468075
37869,40.613098198,-73.936342539
37870,40.6886619585,-73.8362263133
37871,40.7279517377,-73.8470546897
37872,40.6123180307,-74.0648128679
37873,40.7223898077,-73.9842850172
37874,40.6450549625,-73.9036032291
37875,40.7726377465,-73.9268752391
37876,40.7032960908,-73.8853271561
37877,40.7247513583,-73.9288687758
37878,40.5909371624,-73.987279215
37879,40.7053994821,-73.8890457008
37880,40.891447664,-73.8584694302
37881,40.808982011,-73.9166159463
37882,40.7458469194,-73.8617525133
37883,40.6958361747,-73.8457075075
37884,40.811258204,-73.9258465991
37885,40.7441188459,-73.8909155576
37886,40.7212655288,-74.0003138614
37887,40.6797035526,-73.8486507527
37888,40.735056468,-73.8888808496
37889,40.7553881285,-73.9024184778
37890,40.792534556,-73.8483039591
37891,40.6985896717,-73.8948488779
37892,40.7112796468,-73.7409873001
37893,40.7558185768,-73.8787938207
37894,40.7055087004,-73.8141007502
37895,40.703120237,-73.786884566
37896,40.6891205414,-73.9844443045
37897,40.6856445478,-73.8774142007
37898,40.8328968688,-73.8670065812
37899,40.6902959402,-73.9282420419
37900,40.7792856168,-73.9471747803
37901,40.7580978948,-73.8969206969
37902,40.6100928986,-74.0144459975
37903,40.8316667351,-73.9160924551
37904,40.6406764389,-73.9757105203
37905,40.7312237094,-73.7780557391
37906,40.6988553617,-73.9069587245
37907,40.749479693,-73.737843185
37908,40.6450835948,-73.9479728991
37909,40.679568245,-73.8076726057
37910,40.6069949075,-73.9975870433
37911,40.6191020986,-73.9947553699
37912,40.5957685681,-73.9942278818
37913,40.6750978366,-73.8986604643
37914,40.7658250325,-73.8779525256
37915,40.8833568558,-73.904414956
37916,40.7552378618,-73.8852990989
37917,40.8239465349,-73.9504887349
37918,40.6173622076,-73.9569886691
37919,40.7793485898,-73.9531613541
37920,40.6505597804,-73.9553131324
37921,40.7845253206,-73.8503299426
37922,40.6739919788,-73.8817076016
37923,40.6602523117,-73.8966826274
37924,40.5832968048,-74.1564986002
37925,40.6281859265,-74.0188738715
37926,40.7494229259,-73.8547325482
37927,40.7055087004,-73.8141007502
37928,40.7401639023,-73.885512698
37929,40.7424062256,-73.815600085
37930,40.6761490473,-73.8486371882
37931,40.7559394625,-73.8641390934
37932,40.7037604575,-73.8283519441
37933,40.6847033587,-73.8301100681
37934,40.7487799622,-73.9800922442
37935,40.8832060417,-73.9045887596
37936,40.773734935,-73.9257692376
37937,40.7266938713,-73.8164733804
37938,40.7266938713,-73.8164733804
37939,40.6990602112,-73.9126781939
37940,40.6527116249,-74.0108513301
37941,40.4989815122,-74.240596986
37942,40.6503526203,-73.9261551751
37943,40.8444568159,-73.9425184297
37944,40.6721488495,-73.8026614836
37945,40.6634767455,-73.7807069741
37946,40.6005638492,-74.0024307297
37947,40.7487038561,-73.8661027598
37948,40.8164180766,-73.9001179799
37949,40.6943695101,-73.9641909548
37950,40.6350180953,-73.9700379488
37951,40.6385432498,-74.1423777654
37952,40.6093456544,-73.9308825572
37953,40.6853555336,-73.8275375661
37954,40.7097942034,-73.7419777825
37955,40.6374061708,-73.9704656418
37956,40.6158267755,-73.947729161
37957,40.8129076584,-73.8261882927
37958,40.6427074783,-73.9647195464
37959,40.7731361677,-73.9030423459
37960,40.8362825023,-73.9113019078
37961,40.6239301531,-73.9639801848
37962,40.7055087004,-73.8141007502
37963,40.7025351325,-73.9943160155
37964,40.7664634337,-73.8718611935
37965,40.7571440213,-73.8866169115
37966,40.8610105858,-73.8488997273
37967,40.7365555264,-73.9046616361
37968,40.6611541764,-73.8839434412
37969,40.6687526275,-73.8794783342
37970,40.5846865951,-73.9359915969
37971,40.5990239595,-73.9956031815
37972,40.6033306189,-73.9983902501
37973,40.7683262627,-73.8130300863
37974,40.8306900474,-73.8491095125
37975,40.7450069771,-73.876186217
37976,40.8301799983,-73.9000069832
37977,40.7530620874,-73.8705262554
37978,40.7094302378,-73.8492613674
37979,40.741242817,-73.8563273809
37980,40.7503921497,-73.8955466942
37981,40.6981513179,-73.9325287536
37982,40.6068163263,-74.0066914351
37983,40.7690021246,-73.933308979
37984,40.9032347053,-73.8529746927
37985,40.699539469,-73.894966392
37986,40.5914709832,-74.0897591391
37987,40.5547958125,-74.1536429117
37988,40.7153622735,-73.7631887814
37989,40.7399539333,-73.9278637848
37990,40.5964791244,-73.9727270808
37991,40.8188256745,-73.9461137195
37992,40.7042823882,-73.8890728069
37993,40.6794057912,-73.8883138001
37994,40.6795309672,-73.879094715
37995,40.6985840892,-73.9408698642
37996,40.8203518768,-73.865600913
37997,40.6771028014,-73.8723609657
37998,40.7754883853,-73.9133470192
37999,40.6589866959,-74.0015498209
38000,40.7113735331,-73.8005398228
38001,40.8199775011,-73.8646659129
38002,40.878895929,-73.8827099542
38003,40.8792783055,-73.8545356166
38004,40.6946781481,-73.8340622577
38005,40.8444003141,-73.913546396
38006,40.8385466402,-73.8378703216
38007,40.5899559705,-73.9398822977
38008,40.7391134864,-73.8546178998
38009,40.5893384743,-73.9516960165
38010,40.6117591693,-73.923539822
38011,40.7553390387,-73.8670711934
38012,40.6577821793,-73.9135251435
38013,40.7113735331,-73.8005398228
38014,40.8405427235,-73.9233925286
38015,40.7338877341,-73.852666391
38016,40.6810675607,-73.8639166657
38017,40.7745353439,-73.9557498498
38018,40.6833910072,-73.833628833
38019,40.6319184923,-73.9587878798
38020,40.6332786874,-73.9328897757
38021,40.7373945663,-73.8701056402
38022,40.6634032577,-73.8966128664
38023,40.70387265,-73.7977238156
38024,40.7649042995,-73.9981372573
38025,40.7666177883,-73.9257157992
38026,40.7470488899,-73.8866737917
38027,40.8306900474,-73.8491095125
38028,40.7395861292,-73.8736955318
38029,40.6152164265,-73.9790443119
38030,40.6985145869,-73.9295495221
38031,40.7480649387,-73.7586405984
38032,40.617620174,-74.0350582778
38033,40.8203518768,-73.865600913
38034,40.6430731671,-73.951401277
38035,40.681912861,-73.9318601431
38036,40.8019893779,-73.9590546191
38037,40.6341304952,-73.9579686572
38038,40.6468351829,-73.9732182056
38039,40.8378596628,-73.8673110722
38040,40.5956688638,-73.9317789147
38041,40.6553506015,-73.9514427897
38042,40.828675089,-73.8237188773
38043,40.7400084691,-73.8684766645
38044,40.8876328591,-73.9041484102
38045,40.7527917357,-73.8294347247
38046,40.6376676209,-74.0799596345
38047,40.6767457889,-73.8104855932
38048,40.8620818899,-73.8674724282
38049,40.8485178699,-73.8653705073
38050,40.6263797052,-74.1520244734
38051,40.6503526203,-73.9261551751
38052,40.7697781807,-73.9275932048
38053,40.8406972153,-73.8490615161
38054,40.6392678385,-73.9733401473
38055,40.7024638425,-73.9287951786
38056,40.6798178347,-73.8521044338
38057,40.7948556592,-73.9348324521
38058,40.7214000083,-73.9383928383
38059,40.7055087004,-73.8141007502
38060,40.8415356699,-73.8704624888
38061,40.7473843862,-73.8150846512
38062,40.7234353583,-73.9828669366
38063,40.6392678385,-73.9733401473
38064,40.6853028785,-73.8114672543
38065,40.6153365727,-73.9388617196
38066,40.6733633543,-73.8714091881
38067,40.7395239324,-73.853617423
38068,40.7093865885,-73.9657158457
38069,40.7662918991,-73.8658435772
38070,40.6102590854,-73.9664438552
38071,40.6861866919,-73.8346711197
38072,40.9060218455,-73.8518362065
38073,40.6426987352,-74.0876047794
38074,40.7219210957,-73.9900393108
38075,40.8465024254,-73.8646625498
38076,40.8753168325,-73.9102265189
38077,40.8620818899,-73.8674724282
38078,40.7754773955,-73.9133325914
38079,40.6893247316,-73.8069557403
38080,40.7053293384,-73.9333113649
38081,40.767546736,-73.9321515908
38082,40.6946781481,-73.8340622577
38083,40.6569061623,-73.9996828372
38084,40.7438516793,-73.8552102351
38085,40.688823119,-73.8300094251
38086,40.7247513583,-73.9288687758
38087,40.767979098,-73.8723709167
38088,40.7225248887,-73.7313651862
38089,40.8385466402,-73.8378703216
38090,40.6960500467,-73.8415057381
38091,40.6206262422,-74.0823958964
38092,40.639153069,-73.9756462179
38093,40.6365538175,-73.9169863352
38094,40.7635050464,-73.8190035631
38095,40.8548063623,-73.8610524916
38096,40.6382782571,-73.9796315838
